var1	var2	var3	var4	class
107	-130	51	56	0
90	-152	149	114	0
173	-108	56	83	1
114	-211	120	89	0
204	-125	118	94	1
137	-95	86	113	1
168	-95	109	95	1
133	-156	142	116	0
149	-141	52	122	1
112	-187	60	85	0
79	-114	69	97	0
113	-155	66	60	0
133	-171	81	58	0
99	-130	85	127	0
73	-105	54	51	0
100	-176	141	91	0
92	-123	66	98	0
107	-112	91	124	0
128	-117	109	129	1
84	-161	97	105	0
161	-137	59	114	1
86	-172	97	72	0
95	-139	131	125	0
100	-136	95	63	0
119	-220	73	58	0
103	-139	120	136	0
149	-54	102	119	1
138	-116	147	66	1
102	-165	66	54	0
132	-92	135	95	1
139	-129	96	132	1
60	-121	137	108	0
110	-127	149	122	0
125	-197	65	148	0
178	-49	89	133	1
125	-166	110	110	0
67	-112	86	115	0
110	-136	56	54	0
179	-138	101	143	1
78	-76	129	144	0
158	-74	102	126	1
173	-131	77	97	1
160	-75	128	113	1
167	-113	71	95	1
105	-138	89	98	1
121	-58	74	110	1
106	-187	86	131	0
58	-97	112	119	0
94	-162	148	128	0
175	-177	148	119	1
67	-99	50	139	0
137	-103	130	89	1
89	-118	121	144	0
152	-106	92	61	1
79	-132	132	116	0
94	-178	141	142	0
159	-62	52	116	1
108	-87	66	60	0
175	-99	71	117	1
97	-142	114	103	0
96	-139	103	61	0
122	-195	51	83	0
106	-189	91	103	0
92	-149	70	128	0
137	-120	149	78	1
150	-119	97	70	1
149	-59	67	120	1
100	-5	69	146	1
120	-185	53	122	0
68	-131	122	54	0
186	-151	68	64	1
98	-142	111	140	0
102	-175	78	107	0
110	-77	138	51	1
142	-81	103	97	1
184	-122	84	104	1
80	-104	131	83	0
136	-143	82	102	0
71	-166	108	139	0
69	-172	72	82	0
118	-78	119	73	1
160	-105	117	99	1
133	-52	112	84	1
147	-139	113	139	1
182	-75	103	129	1
141	-128	148	59	1
168	-171	70	88	1
127	-185	114	78	0
85	-135	84	117	0
169	-149	92	73	1
94	-111	90	114	0
88	-123	130	62	0
137	-174	74	87	1
90	-162	111	89	0
104	-156	52	106	0
97	-150	117	107	0
151	-91	108	70	1
156	-126	87	64	1
92	-201	106	86	0
83	-129	108	129	0
165	-122	98	76	1
66	-133	82	134	0
71	-116	142	90	0
146	-75	111	124	1
142	-159	60	69	1
102	-139	59	72	0
149	-117	65	146	1
146	-103	69	138	1
136	-86	62	89	1
191	-112	79	116	1
84	-151	143	88	0
88	-131	147	100	0
140	-82	132	82	1
176	-144	135	111	1
129	-78	57	87	1
137	-78	126	110	1
161	-89	129	145	1
111	-141	81	69	0
75	-119	97	78	0
144	-126	127	139	1
143	-169	122	52	0
143	-168	58	85	1
142	-98	116	69	1
131	-81	50	117	0
103	-123	91	111	0
157	-132	144	92	1
153	-49	52	115	1
157	-114	84	97	1
147	-118	86	80	1
149	-29	145	61	1
109	-125	115	65	0
90	-116	76	52	0
139	-91	63	125	1
93	-169	97	68	0
133	-80	109	109	1
88	-74	131	134	0
158	-96	50	75	1
148	-111	84	116	1
163	-139	74	133	1
160	-90	104	120	1
160	-140	100	146	1
81	-123	146	70	0
92	-129	142	119	0
106	-114	92	134	0
107	-147	145	100	0
101	-185	62	72	0
109	-212	97	130	0
94	-133	117	64	0
100	-183	145	149	0
161	-54	114	118	1
172	-113	142	63	1
98	-142	80	125	0
139	-91	83	135	1
61	-137	103	116	0
101	-113	93	144	0
96	-121	121	73	0
66	-118	133	78	0
182	-99	86	104	1
119	-209	146	101	0
142	-93	91	54	1
87	-87	52	85	0
159	-99	127	96	1
122	-114	56	145	1
100	-112	69	113	0
151	-104	106	91	1
119	-78	102	124	1
136	-38	52	65	1
84	-206	97	62	0
162	-187	72	137	1
140	-68	54	59	1
108	-194	55	73	0
104	-140	102	122	0
122	-61	90	84	1
107	-161	92	60	0
73	-80	109	110	0
99	-172	137	131	0
60	-90	66	54	0
149	-120	126	118	1
77	-153	64	131	0
93	-107	129	87	0
94	-119	105	72	0
113	-162	69	59	0
105	-124	103	130	0
121	-68	143	78	1
118	-106	52	73	0
170	-84	87	67	1
92	-136	113	56	0
89	-175	122	126	0
109	-150	142	109	0
100	-184	120	94	0
116	-40	79	90	1
82	-186	60	89	0
108	-142	97	138	0
140	-190	135	134	0
116	-189	147	76	0
104	-138	70	117	0
93	-115	51	53	0
135	-87	89	98	1
176	-128	90	89	1
140	-171	132	60	0
100	-187	90	55	0
170	-145	55	133	1
133	-67	138	66	1
96	-177	50	67	0
107	-194	109	135	0
113	-83	60	143	1
128	-62	138	79	1
147	-119	75	75	1
154	-81	76	114	1
133	-72	137	71	1
85	-105	67	56	0
127	-54	116	144	1
146	-110	91	149	1
107	-34	61	112	1
150	-123	121	105	1
90	-90	82	83	0
68	-62	67	119	0
184	-140	108	62	1
99	-91	87	102	0
115	-111	83	121	0
90	-146	143	51	0
95	-146	114	81	0
108	-165	72	147	0
152	-23	137	89	1
79	-115	54	60	0
108	-194	93	148	0
136	-90	108	105	1
131	-49	130	66	1
131	-150	56	126	0
110	-156	85	88	0
94	-151	142	50	0
103	-147	55	148	0
138	-55	108	90	1
186	-144	115	99	1
103	-156	76	144	0
89	-109	66	84	0
101	-199	104	148	0
113	-171	144	108	0
139	8	134	54	1
76	-157	147	104	0
93	-111	85	144	0
94	-218	130	122	0
120	-51	60	87	1
149	-162	90	148	1
132	-104	97	105	1
102	-134	60	110	0
75	-68	93	118	1
109	-147	50	109	0
107	-105	105	80	0
92	-162	138	144	0
104	-141	54	86	0
91	-137	132	79	0
95	-166	149	117	0
75	-72	86	149	0
97	-155	80	73	0
108	-203	74	141	0
63	-128	97	123	0
102	-142	137	112	0
203	-114	50	72	1
141	-81	59	111	1
81	-90	53	93	0
187	-129	69	95	1
92	-153	116	69	0
166	-121	72	135	1
109	-138	112	129	0
160	-106	57	114	1
177	-96	56	90	1
156	-109	142	119	1
87	-115	67	141	0
122	-182	101	105	0
77	-108	146	81	0
134	-77	95	118	1
175	-110	73	59	1
129	-147	133	111	0
99	-144	94	117	0
94	-131	88	142	0
111	-169	102	137	0
116	-161	63	72	0
160	-176	139	123	1
160	-224	146	114	0
174	-121	147	140	1
126	-39	125	142	1
110	-235	148	107	0
163	-88	55	103	1
111	-170	71	64	0
79	-135	120	131	0
155	-93	96	88	1
165	-105	55	114	1
75	-116	62	108	0
154	-107	112	70	1
95	-132	73	68	0
162	-119	107	86	1
158	-83	94	50	1
92	-148	63	104	0
98	-191	82	70	0
88	-155	135	115	0
126	-167	63	110	0
186	-149	105	104	1
142	-111	124	73	1
92	-98	84	105	0
154	-77	88	52	1
116	-60	118	120	1
79	-69	81	58	0
113	-69	60	86	1
110	-172	138	88	0
160	-126	95	100	1
149	-121	81	119	1
164	-85	77	127	1
106	-68	148	119	0
123	-178	83	93	0
120	-60	133	78	1
163	-87	52	63	1
115	-116	137	81	1
115	-218	56	55	0
157	-74	121	141	1
75	-109	78	89	0
179	-98	127	115	1
165	-117	57	95	1
145	-15	148	83	1
171	-110	99	101	1
110	-165	119	105	0
134	-98	96	62	1
137	-88	120	81	1
83	-109	94	124	0
160	-146	108	131	1
123	-171	100	110	0
150	-107	127	106	1
126	-62	132	86	1
136	-116	148	89	1
178	-173	131	138	1
72	-117	53	134	0
134	-9	113	76	1
98	-168	61	69	0
161	-80	112	138	1
136	-130	56	146	1
158	-126	62	131	1
110	-134	85	51	0
123	-5	132	52	1
150	-10	121	146	1
90	-105	118	51	0
93	-160	68	97	0
125	-51	149	102	1
151	-108	138	130	1
109	-178	77	53	1
83	-126	124	104	0
196	-125	73	81	1
156	-106	68	144	1
135	-158	114	134	1
102	-63	60	82	1
104	-187	110	86	0
109	-204	139	95	0
85	-140	124	77	0
96	-150	121	98	0
87	-134	137	86	1
142	-128	142	149	1
112	-63	125	107	1
155	-109	91	95	1
100	-151	79	86	0
85	-110	82	75	0
136	-100	88	55	1
89	-130	146	135	0
101	-151	79	131	0
119	-138	118	147	0
166	-136	57	106	1
142	-67	117	76	1
98	-202	101	112	0
177	-109	67	67	1
165	-107	107	57	1
137	-86	52	121	1
140	-41	69	100	1
143	-20	142	50	1
95	-76	136	89	0
142	-229	78	139	0
140	-165	51	122	0
96	-162	115	134	0
153	-80	145	119	1
103	-194	131	90	0
112	-76	60	103	1
79	-124	59	68	0
71	-93	95	126	0
126	-225	94	64	0
164	-120	128	107	1
87	-113	80	94	0
105	-166	146	52	0
169	-125	88	81	1
58	-118	82	79	0
119	-68	130	117	1
146	-73	145	61	1
157	-119	72	90	1
140	-90	93	68	1
107	-204	149	102	0
104	-110	93	76	0
110	-40	84	125	1
81	-125	139	54	0
102	-193	75	54	0
127	-156	62	70	0
125	-157	92	71	0
90	-149	127	58	0
135	-142	96	122	0
96	-131	97	148	0
162	-103	93	73	1
133	-24	60	90	1
105	-170	51	61	0
170	-106	118	65	1
102	-136	117	60	0
82	-126	133	92	0
125	-31	120	128	1
175	-108	83	142	1
167	-55	111	114	1
184	-134	112	91	1
144	-73	147	146	1
123	-68	62	92	1
111	-149	83	119	0
137	-71	106	64	1
136	-109	50	101	1
154	-115	50	58	1
134	-207	51	122	0
85	-133	79	141	0
141	-111	115	134	1
122	-185	83	102	0
138	-88	54	95	1
103	-32	112	143	1
103	-150	107	97	0
143	-150	56	71	1
162	-26	130	81	1
173	-138	103	71	1
112	-140	102	94	0
95	-162	138	60	0
97	-131	100	122	0
121	-171	55	132	0
128	-53	97	82	1
139	-77	122	54	1
104	-193	59	127	0
88	-191	101	60	0
165	-157	55	146	1
153	-64	119	121	1
101	-159	131	79	0
109	-156	107	108	0
78	-85	95	89	0
131	-139	51	60	0
178	-126	97	98	1
90	-127	87	122	0
70	-97	92	96	0
102	-174	107	60	0
94	-117	62	63	0
104	-169	104	121	0
183	-159	91	97	1
97	-131	69	133	0
64	-163	75	111	0
147	-191	83	101	0
81	-91	56	121	0
151	-123	66	89	1
97	-155	148	92	0
80	-101	81	70	0
100	-119	123	134	0
89	-144	79	55	0
148	-97	63	50	1
133	-103	109	138	0
107	-155	133	147	0
103	-185	111	113	0
87	-127	148	103	0
150	-100	103	117	1
158	-67	81	108	1
152	-126	117	52	1
110	-164	133	122	0
150	-94	128	136	1
80	-119	142	122	0
123	-214	148	50	0
186	-135	123	80	1
141	-62	128	72	1
129	-49	62	92	1
116	-184	99	101	0
155	-86	136	64	1
152	-83	69	114	1
88	-162	117	58	0
120	-71	89	130	1
91	-106	63	123	0
196	-110	106	81	1
108	-149	85	73	0
154	-56	62	69	1
109	-116	127	136	0
170	-108	112	98	1
179	-123	117	72	1
132	-107	116	87	1
78	-144	124	84	0
116	-189	115	92	0
121	-37	130	70	1
142	-197	118	139	0
161	-143	75	136	1
59	-178	69	54	0
132	-86	105	55	1
102	-123	140	64	0
162	-58	113	134	1
77	-167	121	126	0
116	-139	111	99	0
113	-160	102	111	0
133	-94	58	67	1
118	-172	87	126	0
79	-127	110	120	0
83	-106	103	90	0
110	-171	94	132	0
118	-73	61	105	1
126	-68	80	113	1
112	-201	93	66	0
146	-124	134	143	1
84	-127	75	139	0
107	-142	129	134	0
102	-173	125	66	0
169	-87	56	73	1
99	-143	55	63	0
146	-80	62	95	1
187	-101	78	57	1
96	-159	60	131	0
137	-79	92	146	1
113	-177	137	61	0
130	-62	122	114	1
83	-134	78	98	0
160	-158	108	68	1
110	-164	143	72	0
161	-74	109	130	1
153	-132	131	133	1
168	-153	131	128	1
106	-155	70	94	0
148	-78	77	105	1
96	-128	78	120	0
99	-94	85	134	0
158	-106	64	104	1
158	-157	95	63	1
134	-89	118	94	1
127	-107	137	62	1
166	-98	70	131	1
148	-95	63	65	1
169	-69	92	108	1
169	-141	126	142	1
177	-130	105	139	1
114	-172	134	115	0
73	-124	109	130	0
156	-95	88	94	1
172	-117	87	95	1
162	-135	104	53	1
112	-146	72	144	0
104	-144	78	91	0
149	-178	86	58	0
177	-110	50	119	1
141	-104	87	128	1
131	-102	104	106	1
179	-123	52	138	1
131	-185	88	101	0
164	-91	123	110	1
155	-86	128	134	1
123	-142	134	145	0
200	-127	140	116	1
143	-95	92	143	1
150	-46	123	135	1
74	-161	120	130	0
132	-226	104	145	0
76	-93	66	54	0
112	-59	88	105	1
146	-70	51	64	1
126	-74	133	66	1
121	-89	71	86	1
60	-124	149	142	0
187	-116	92	84	1
91	-179	114	122	0
176	-119	113	142	1
178	-128	85	103	1
165	-58	82	136	1
105	-183	133	105	0
183	-91	106	144	1
111	-151	60	142	0
143	-49	73	55	1
149	-111	79	107	1
114	-95	88	77	0
80	-152	101	113	0
117	-167	114	62	0
150	-118	105	107	1
89	-132	105	96	0
162	-120	124	109	1
142	-131	100	114	1
150	-92	87	129	1
109	-61	76	106	1
72	-77	67	86	0
92	-165	79	129	0
153	-80	87	120	1
124	-164	122	68	0
110	-83	58	105	1
162	-121	124	126	1
116	-154	72	90	0
157	-74	122	136	1
143	-95	149	128	1
175	-147	130	82	1
185	-150	66	113	1
156	-101	127	147	1
188	-143	120	75	1
147	-92	51	129	1
169	-125	122	93	1
100	-111	71	71	0
174	-130	109	85	1
99	-146	79	143	0
73	-149	149	59	0
95	-109	142	56	0
141	-110	51	102	1
130	-65	88	75	1
92	-149	83	121	0
65	-145	123	140	0
143	-111	59	130	1
117	-189	85	140	0
147	-94	79	79	1
173	-157	91	109	1
83	-102	113	62	0
148	-110	125	135	1
163	-117	78	66	1
146	-91	85	122	1
79	-150	51	144	0
118	-166	96	108	0
130	9	145	118	1
127	-69	117	95	1
69	-102	79	144	0
117	-96	75	106	1
150	-111	108	73	1
140	-69	127	97	1
91	-193	111	67	0
156	-178	87	89	1
104	-158	86	74	0
103	-139	113	137	0
147	-80	53	122	1
155	-161	58	116	1
80	-113	97	78	0
149	-35	134	56	1
150	-79	50	132	1
141	-106	138	99	1
137	-81	93	101	1
146	-97	69	146	1
174	-143	60	62	1
113	-84	103	71	1
98	-151	66	72	0
108	-155	88	116	0
102	-163	105	148	0
159	-90	79	96	1
139	-48	78	90	1
111	-54	140	73	1
173	-138	52	70	1
93	-127	57	83	0
162	-65	59	124	1
136	-11	70	84	1
91	-154	142	138	0
89	-177	70	80	0
125	-110	125	144	0
157	-81	112	104	1
165	-112	99	109	1
113	-148	86	102	0
93	-159	145	59	0
97	-135	77	52	0
150	-115	131	71	1
164	-119	98	137	1
110	-112	104	98	0
157	-49	96	141	1
74	-106	54	111	0
139	-190	133	141	0
86	-179	115	68	0
153	-131	102	140	1
113	-178	105	146	0
113	-53	139	54	1
179	-160	51	86	1
100	-163	115	67	0
160	-88	140	101	1
115	-172	79	139	0
156	-130	112	65	1
103	-139	77	71	0
156	-118	83	99	1
102	-204	65	103	0
144	-158	127	103	1
148	-98	123	58	1
93	-162	143	125	0
71	-115	88	88	0
134	-31	118	61	1
138	-165	143	81	1
130	-49	70	145	1
85	-184	117	148	0
151	-79	133	95	1
95	-128	54	77	0
97	-96	67	79	0
71	-136	137	135	0
112	-132	100	105	0
126	-37	93	67	1
141	-140	104	132	1
97	-180	94	98	0
135	-81	130	81	1
115	-187	97	52	0
137	-189	55	122	0
70	-112	104	142	0
114	-179	93	148	0
107	-183	89	123	0
141	-120	91	147	1
114	8	125	74	1
137	-91	95	117	1
139	-65	114	114	1
117	-185	141	139	0
110	-127	58	65	0
116	-80	93	128	0
180	-103	147	131	1
115	-196	57	101	0
140	-126	81	105	1
150	-108	105	124	1
117	-45	56	86	1
150	-143	108	145	1
102	-147	113	103	0
171	-134	97	116	1
109	-186	51	50	0
96	-131	70	121	0
110	-138	54	84	0
148	-261	122	91	0
171	-136	63	127	1
81	-116	100	98	0
91	-181	97	104	0
81	-116	94	88	0
165	-108	110	111	1
152	-94	52	119	1
135	-90	115	125	1
175	-93	101	141	1
72	-108	67	110	0
95	-168	110	95	0
96	-168	88	53	0
144	-110	63	118	1
164	-162	92	86	1
146	-80	110	124	1
81	-63	70	124	0
99	-122	101	102	0
126	-94	127	53	1
110	-148	94	52	0
107	-156	147	86	0
125	-170	56	122	0
173	-120	108	122	1
157	-79	136	124	1
60	-143	102	72	0
113	-34	120	103	0
166	-120	62	80	1
142	-93	89	87	1
138	-103	130	68	1
113	-140	146	84	0
91	-159	79	79	0
149	-101	51	80	1
153	-167	121	119	1
126	-89	112	70	1
113	-80	130	75	1
146	-116	122	125	1
110	-174	61	148	0
126	-44	133	141	1
121	-172	72	138	0
83	-100	124	111	0
87	-137	59	85	0
109	-174	128	115	0
103	-143	119	78	0
108	-137	61	92	0
148	-90	103	118	1
107	-104	61	50	0
147	-64	114	146	1
128	-198	101	54	0
158	-105	141	77	1
92	-162	59	95	0
106	-165	56	57	0
101	-127	109	106	0
176	-89	71	136	1
129	-27	52	63	1
114	-175	149	64	0
152	-120	113	102	1
97	-142	95	121	0
181	-137	112	92	1
82	-149	141	141	0
89	-135	129	72	0
95	-170	135	60	0
158	-133	118	96	1
64	-138	136	136	0
179	-144	92	69	1
128	-61	124	121	1
174	-123	115	107	1
76	-130	139	78	0
132	-65	110	53	0
74	-123	104	122	0
106	-121	97	105	0
147	-108	93	64	1
163	-83	62	72	1
148	-157	88	122	1
162	-147	63	133	1
152	-150	85	50	1
140	-73	148	89	1
165	-67	95	101	1
152	-128	54	139	1
101	-153	111	64	0
145	-72	70	65	1
93	-163	116	102	0
100	-175	77	141	0
98	-111	62	51	0
149	-145	72	50	1
78	-101	54	98	0
131	-89	142	80	1
136	-129	115	96	1
130	-80	126	97	1
105	-145	61	73	0
149	-79	146	107	1
108	-153	146	112	0
151	-83	130	54	1
114	-91	51	113	1
171	-97	70	136	1
174	-104	125	73	1
138	-130	80	113	1
91	-171	107	141	0
82	-98	50	50	0
154	-127	88	125	1
124	-59	88	76	1
188	-91	126	69	1
161	-198	57	53	1
100	-156	87	86	0
144	-127	121	64	1
146	-222	111	65	0
100	-163	148	131	0
152	-86	149	145	1
53	-135	88	116	0
148	-137	144	142	1
122	-87	115	119	1
163	-89	131	135	1
87	-149	88	122	0
98	-143	69	58	0
93	-149	88	52	0
112	-80	114	79	1
104	-185	86	120	0
138	-36	146	74	1
121	-159	140	109	0
78	-136	136	113	0
169	-146	85	56	1
149	-125	126	74	1
158	-149	124	73	1
140	-95	55	107	1
117	-189	118	68	0
165	-130	131	105	1
97	-155	123	146	0
152	-154	65	91	1
148	-73	73	135	1
162	-129	111	78	1
69	-83	130	126	0
82	-105	133	98	0
84	-164	122	141	0
82	-107	80	101	0
97	-165	121	95	0
159	-109	58	145	1
71	-33	107	121	0
147	-90	107	117	1
72	-117	108	84	0
160	-119	142	64	1
99	-175	100	99	0
157	-93	113	122	1
104	-180	124	127	0
142	-55	55	118	1
106	-193	125	125	0
140	-78	108	126	1
119	-90	133	59	1
149	-117	98	109	1
162	-66	125	127	1
145	-95	60	92	1
167	-33	120	146	1
110	-158	110	61	0
132	-212	55	139	0
93	-135	109	101	0
93	-77	97	148	0
86	-173	143	122	0
145	-78	124	122	1
146	-110	149	109	1
190	-169	56	91	1
165	-118	134	103	1
73	-122	85	99	0
157	-147	102	67	1
160	-120	149	119	1
148	-133	99	100	1
181	-137	144	87	1
166	-43	123	123	1
117	-90	140	104	1
145	-56	104	141	1
111	-198	57	105	0
155	-143	140	86	1
159	-122	115	98	1
94	-168	85	83	0
84	-140	95	64	0
116	-126	129	131	1
119	-195	51	92	0
81	-119	95	108	0
97	-123	130	94	0
99	-122	86	84	1
109	-144	106	84	0
173	-150	106	88	1
140	-107	132	91	1
82	-106	72	106	0
118	-152	92	114	0
146	-119	80	105	1
158	-148	136	111	1
161	-107	143	102	1
160	-111	103	88	1
71	-173	91	65	0
138	-126	104	53	1
139	-149	145	89	1
119	-142	143	148	0
186	-126	68	110	1
175	-72	58	113	1
164	-96	132	81	1
139	-182	86	113	0
164	-107	98	100	1
68	-115	146	64	0
166	-117	119	107	1
123	-79	149	93	1
90	-141	78	146	0
143	-60	142	73	1
131	-83	63	119	1
94	-152	142	132	0
95	-156	111	141	0
142	-50	70	119	1
93	-129	109	148	0
103	-149	131	126	0
126	-192	88	131	0
90	-155	85	90	0
78	-157	140	127	0
146	-136	98	141	1
88	-134	76	135	0
196	-75	102	69	1
93	-175	54	67	0
157	-97	141	133	1
141	-29	53	58	1
120	-180	126	108	0
108	-160	67	144	0
69	-105	125	135	0
93	-122	147	79	0
86	-111	100	55	0
133	-124	105	119	1
69	-82	75	120	0
113	-202	70	119	0
100	-78	78	123	0
154	-72	131	93	1
125	-93	90	107	1
118	-107	62	93	1
66	-149	141	92	0
104	-138	55	97	0
124	-154	120	119	0
116	-153	106	140	0
112	-159	147	113	0
90	-128	132	97	0
115	-132	129	87	0
107	-170	77	76	0
156	-215	57	105	0
100	-182	114	79	0
106	-100	56	71	1
92	-131	134	99	0
121	-93	138	132	1
134	-116	132	116	1
186	-166	82	75	1
112	-210	125	94	0
156	-113	77	103	1
79	-70	110	76	0
67	-191	97	68	0
166	-93	94	78	1
160	-121	54	131	1
68	-95	110	142	0
84	-154	122	89	0
147	-130	100	135	1
183	-159	77	123	1
112	-164	70	59	0
118	-191	90	139	0
160	-140	128	133	1
161	-87	63	108	1
111	-163	78	72	0
170	-102	124	112	1
88	-135	94	88	1
152	-137	105	116	1
84	-126	104	124	0
81	-113	123	134	0
168	-145	59	127	1
101	-114	84	82	0
111	-166	119	120	0
178	-144	68	148	1
143	-153	113	69	1
149	-135	68	124	1
141	-78	97	123	1
57	-106	139	56	1
89	-144	61	105	0
122	-171	147	141	0
109	-43	131	132	1
176	-95	136	118	1
93	-224	139	61	0
155	-123	60	119	1
124	-144	79	121	0
97	-119	146	73	0
93	-133	71	54	0
151	-80	70	96	1
129	-165	89	77	0
120	-182	81	101	0
139	-189	136	62	1
158	-139	107	101	1
125	-133	70	65	0
140	-75	102	105	1
124	-125	104	68	0
135	-69	147	125	1
87	-163	51	107	0
147	-78	103	136	1
103	-195	77	114	0
117	-167	66	71	0
166	-80	78	82	1
139	-216	97	130	0
164	-142	106	129	1
89	-145	112	139	0
142	-183	102	137	0
81	-109	51	97	0
118	-161	113	71	0
164	-122	69	83	1
110	-211	103	127	0
161	-137	123	118	1
95	-109	83	138	0
155	-106	134	105	1
87	-89	113	56	0
138	-178	55	93	0
150	-98	70	92	1
108	-204	80	128	0
162	-82	65	56	1
121	-90	64	99	1
142	-65	84	96	1
100	-230	85	141	0
84	-154	75	118	0
123	-57	83	133	1
152	-118	127	124	1
65	-145	124	88	0
108	-182	84	82	0
113	-167	101	131	0
139	-94	107	111	1
140	-110	133	99	1
116	-142	67	77	0
119	-110	81	127	1
157	-119	61	61	1
171	-142	86	140	1
102	-166	91	147	0
145	-43	122	56	1
90	-128	92	84	0
57	-103	131	88	0
115	-174	125	59	0
187	-165	137	109	1
169	-127	86	124	1
170	-97	57	126	1
165	-91	71	144	1
208	-148	88	93	1
165	-161	68	136	1
92	-166	125	125	0
113	-137	95	100	0
154	-95	54	66	1
162	-95	97	123	1
81	-133	60	61	0
100	-149	60	97	0
159	-126	50	65	1
98	-137	68	118	0
169	-99	80	137	1
127	-102	53	127	1
149	-149	107	146	1
75	-161	130	129	0
75	-92	100	75	0
138	-105	108	99	1
136	-74	90	100	1
103	-97	123	147	0
104	-117	141	84	0
201	-180	129	123	1
66	-78	65	122	0
90	-138	144	67	0
150	-139	120	103	1
88	-135	146	138	0
181	-133	67	94	1
181	-133	58	83	1
126	-57	62	69	1
85	-166	64	127	0
98	-155	146	93	0
109	-167	94	73	0
81	-144	148	84	0
58	-130	79	110	0
121	-86	58	144	1
120	-167	102	64	0
89	-163	67	84	0
100	-137	112	112	0
148	-113	114	110	1
126	-138	82	84	0
56	-94	88	56	0
133	-145	121	82	1
92	-131	53	89	0
98	-137	104	108	0
163	-96	143	142	1
173	-144	136	115	1
72	-152	104	66	0
173	-96	88	85	1
150	-102	57	105	1
173	-110	127	97	1
162	-160	55	96	1
193	-144	91	66	1
113	-165	97	149	0
141	-118	56	82	1
117	-132	83	79	0
146	-115	121	130	1
80	-82	113	54	0
101	-63	54	96	0
108	-158	106	85	0
39	-22	77	139	0
155	-119	61	108	1
140	-100	92	64	1
110	-96	81	69	1
106	-163	61	140	0
136	-86	50	99	1
144	-78	108	93	1
88	-77	141	50	0
126	-67	98	146	1
83	-118	51	94	0
114	-234	68	119	0
152	-98	121	110	1
150	-115	118	88	1
99	-149	101	65	0
84	-156	87	63	0
85	-159	133	120	0
167	-78	102	58	1
143	-127	143	61	1
79	-132	54	107	0
134	-167	102	73	0
140	-104	96	97	1
155	-127	83	149	1
160	-102	83	81	1
187	-149	113	58	1
132	-116	81	106	1
152	-117	53	64	1
123	-54	86	117	1
84	-107	139	145	0
107	-154	58	63	0
67	-143	105	101	0
103	-131	74	54	0
96	-156	105	147	0
81	-93	53	133	0
79	-125	109	141	0
55	-101	114	60	0
119	-134	120	83	0
122	-21	66	136	1
105	-64	63	91	1
160	-131	137	100	1
108	-181	121	50	0
152	-118	99	85	1
127	-176	144	114	0
133	-107	87	70	1
157	-105	107	66	1
188	-158	65	54	1
89	-156	61	148	0
176	-110	130	89	1
98	-177	59	74	0
104	-149	129	119	0
75	-127	141	101	0
136	-115	149	74	1
144	-114	94	147	1
165	-136	69	50	1
100	-212	85	105	0
157	-78	95	54	1
86	-98	146	124	0
151	-133	76	108	1
115	-202	140	71	0
78	-103	89	79	0
122	-204	111	114	0
144	-80	109	61	1
95	-103	75	50	0
118	-149	90	74	0
150	-97	81	142	1
149	-103	136	117	1
88	-116	119	129	0
102	-171	59	96	0
164	-125	129	146	1
158	-139	112	115	1
113	-110	69	101	0
110	-130	56	145	0
86	-184	105	122	0
167	-127	146	118	1
93	-177	56	114	0
82	-61	69	116	0
146	-234	67	122	0
162	-126	76	86	1
104	-133	111	122	0
90	-154	63	70	0
139	-113	111	94	1
182	-125	111	61	1
137	-14	64	51	1
53	-169	92	140	0
87	-130	79	58	0
107	-193	58	89	0
130	-175	141	64	0
181	-118	59	105	1
87	-122	104	97	0
132	-97	65	69	1
64	-83	102	84	0
82	-147	58	123	0
147	-162	135	91	0
101	-118	64	141	0
155	-75	97	84	1
96	-108	148	149	1
121	-107	130	142	1
54	-126	52	135	0
187	-131	54	53	1
149	-107	64	80	1
81	-105	109	52	0
107	-86	63	75	1
181	-151	93	97	1
163	-126	74	71	1
140	-110	92	50	1
160	-161	60	103	1
181	-138	107	87	1
156	-146	75	63	1
161	-111	65	55	1
178	-171	65	108	1
94	-194	145	147	0
111	-139	91	144	0
191	-193	86	65	1
142	-102	107	100	1
131	-77	142	89	1
141	-91	131	100	1
150	-26	108	86	1
100	-176	67	93	0
122	-47	122	104	1
92	-54	87	89	0
150	-118	118	56	1
188	-155	78	135	1
143	-63	109	76	1
55	-121	99	96	0
102	-130	91	108	0
130	-99	126	52	1
185	-131	112	61	1
124	-83	54	119	1
167	-125	53	129	1
96	-139	106	142	0
149	-44	110	84	1
98	-169	58	136	0
104	-150	69	60	0
111	-167	76	70	0
166	-86	136	101	1
115	-179	130	87	0
118	-178	145	111	0
100	-119	112	120	0
147	-155	76	100	1
89	-129	52	141	0
101	-157	107	56	0
143	-119	104	110	1
145	-90	62	60	1
121	-148	83	81	0
164	-76	127	118	1
75	-101	126	140	0
137	-102	75	110	1
147	-40	89	86	1
114	-66	107	68	1
139	-81	88	146	1
119	-76	59	136	1
140	-90	94	52	1
116	-140	146	143	0
133	-111	108	139	1
153	-68	109	55	1
100	-143	67	61	0
108	-169	146	58	0
122	-139	51	74	0
130	-135	97	53	0
116	-169	116	104	0
124	-208	123	96	0
159	-110	110	88	1
153	-97	89	125	1
154	-127	65	108	1
103	-128	109	59	0
67	-133	76	63	0
151	-120	53	83	1
121	-136	119	146	0
83	-122	86	147	0
157	-99	65	132	1
133	-191	108	140	0
184	-168	90	82	1
