age	media	food	transport	housing	pets
26	967	2251	3323	5319	654
49	4884	3136	2045	11395	250
35	1195	4572	1867	12100	1540
29	981	4166	1871	5084	2991
33	3096	2909	1993	5526	674
47	1197	2022	3060	4932	2904
29	3283	3187	2117	5270	1103
28	1007	4065	2104	5534	2394
35	2954	2577	3903	15218	889
36	2831	2910	3680	9028	731
44	1162	2327	3068	4881	3326
50	820	2080	2839	4633	3140
53	1307	1861	3111	5365	3599
23	3399	2977	1918	5046	0
54	6962	2690	2097	9919	268
29	898	4285	1971	4411	2762
46	6602	3059	2153	9848	262
38	2636	3528	3071	16327	412
34	2823	5943	5542	5321	1145
43	3068	2818	3925	14450	830
30	1163	4103	1957	4163	1409
34	3317	3334	4259	12056	633
27	3213	3201	2222	5160	425
34	3130	6575	6331	5704	453
26	587	1851	2835	5456	0
30	789	3685	2057	11460	2159
20	1258	2112	2667	5300	1003
29	1123	4457	1944	4951	3012
25	913	3873	2043	5377	2626
26	1046	3876	1964	5509	2755
24	965	2173	3325	4334	313
30	3100	6591	5843	5044	0
24	1256	2297	2994	4125	393
32	2658	2530	4167	13468	453
24	1115	1677	3770	5147	338
30	913	3768	2001	5544	1955
31	3279	2977	4207	15429	590
54	5415	3020	2044	9055	213
27	2769	3026	1980	4723	956
45	1156	2256	2907	4955	4074
46	911	1961	2902	5102	3266
43	721	3730	2022	11650	3189
26	688	4163	2031	4938	2417
38	864	4184	2045	12386	2353
25	1018	1895	3611	4521	761
37	2869	5761	5426	4832	216
55	5083	2538	1967	9432	384
29	1280	3991	1968	4734	2333
42	5918	3171	2065	10077	0
36	837	4437	1928	11730	3115
34	1013	4043	2025	4876	2245
37	2513	5947	6382	4749	288
24	1135	3772	1868	5046	2268
43	1076	2040	2434	4602	4385
42	2647	2985	4381	15295	849
34	3364	3334	3768	16882	0
27	615	3984	1942	4980	1558
25	3142	3116	1829	4713	1162
41	1188	4513	2009	13515	2732
50	1035	1866	3374	5457	3258
36	3275	2694	4057	14689	448
33	3198	3566	4013	16252	736
28	2658	2844	2083	4330	447
23	885	2030	2388	5198	218
18	3125	3005	2092	4934	336
23	1398	2141	3642	5326	482
49	716	1987	3360	5164	3289
43	6064	3181	1963	12208	0
37	2862	3131	3649	17522	1076
39	1023	4152	1963	11176	2161
25	1038	1834	3816	5666	376
39	1671	4075	2004	12170	2032
25	959	1978	2646	5206	0
46	6043	3038	1903	9374	259
29	1161	4101	2132	5101	1681
26	2858	2780	1936	5592	1695
24	898	2117	2913	4670	672
47	975	2163	3964	5289	2975
56	5107	3394	1911	8953	0
28	1238	2219	3168	5544	391
36	3188	3326	3911	15361	287
36	978	4038	2085	11595	3210
48	724	2175	3499	4648	2393
47	5380	2788	1952	10613	0
36	855	4075	1874	12719	3379
35	2981	2684	4157	15383	1308
55	1054	2188	2838	4500	3326
32	3018	5212	6411	5386	0
35	2930	6261	6638	4534	456
35	2810	3234	3848	12265	536
34	2481	2747	4216	16017	0
47	1273	2096	3128	4777	3081
30	739	1657	3012	5026	371
30	2728	3055	2110	5061	575
35	3340	3061	3498	14944	985
32	1018	3859	1957	12815	2196
48	5636	2843	1974	11064	0
46	5315	2668	2060	8756	0
34	712	4288	1935	11845	2736
46	997	1775	3186	5128	3024
39	5361	2884	2190	9222	311
25	2707	3653	2167	4533	0
28	912	3860	1990	4823	1928
34	2676	5934	4765	4311	779
37	3662	2913	3796	12089	670
24	1000	1777	2743	4765	340
32	2782	3108	3956	13155	0
35	669	3577	1999	5199	2818
47	5630	2470	2027	12481	0
43	1158	1928	2775	5191	2186
23	1206	1808	2978	5098	670
50	6326	2946	2033	9836	0
31	1011	4125	2007	4977	3258
29	1076	3990	1846	5358	2878
47	6209	2597	1876	9919	0
25	1109	2245	2980	5310	0
26	1197	3947	2017	5029	2306
38	1216	4020	1976	12475	2708
32	2630	2819	3928	14292	717
28	1078	3518	1943	5404	2012
33	2738	3124	4092	15476	1168
37	796	4241	2074	10207	2691
45	5707	2699	2221	7915	0
47	1079	1871	3833	5172	3087
47	5286	2896	1898	11578	358
39	2412	4883	5968	4491	280
24	643	1952	3529	4772	926
36	1856	3718	2000	11982	3252
35	2894	2819	3491	17163	0
29	1127	3719	2211	5258	3513
34	3308	6033	5500	4271	951
31	1239	4039	1994	4864	2332
48	5193	2819	2186	8834	304
22	1173	2009	2961	5650	451
48	6768	2528	1971	12082	320
24	1089	2059	2868	5144	1362
27	3279	2871	1883	4085	0
34	2927	6992	6284	5765	0
42	6305	2595	1810	11243	356
54	988	1853	3165	4488	1941
32	932	3587	1885	5111	2435
34	962	4036	2275	11803	2600
45	6161	2755	2070	10230	332
39	3347	2972	4388	14028	582
52	6925	2558	1975	9936	236
27	1243	1818	3335	4825	0
23	2698	2703	2088	5487	324
23	1189	2180	2700	4433	209
47	988	2049	3489	5114	3213
24	661	2134	2817	4825	923
38	3013	4164	7812	4785	0
40	1219	4024	1898	12461	1772
38	1065	4005	1965	12897	2051
30	2780	3247	1958	5196	419
51	5760	3157	1916	10170	377
34	3452	4749	6253	4810	0
32	2877	6518	6189	5380	0
36	677	4382	2004	11477	3364
49	1172	2352	3261	4975	3275
49	765	1775	2808	4311	2960
32	852	4196	1920	4443	1947
33	2597	5462	6066	4913	696
33	3273	6442	6416	4331	0
24	1164	2096	3299	5039	0
33	2682	3583	3883	15646	0
38	3097	5794	4415	4979	1241
38	3321	2994	4079	13819	525
32	846	4731	2119	4690	1821
33	1049	4446	2111	4961	1966
27	2516	3516	1975	5342	0
33	3240	3124	4011	15468	208
35	2601	5840	5387	5307	0
32	2654	2695	3786	15819	726
48	6638	2950	1803	9769	295
45	1326	2052	3274	5035	2965
44	1101	1886	2895	4916	2911
47	5528	3377	1877	10630	0
28	513	4334	2161	3930	2196
28	2959	3574	2079	4981	941
38	938	4141	2009	11772	3048
27	3433	3137	1997	5475	0
34	3015	3315	3753	12457	1415
32	996	4206	2062	4892	2947
51	6788	3264	1918	11027	0
52	1314	1799	2630	4794	3374
28	3189	3461	1908	4892	1088
35	1073	3995	2019	12426	2378
37	658	4269	1888	12553	3791
49	1332	2071	3044	4925	2529
34	2827	6589	6116	5558	365
36	2974	6443	5948	4419	0
38	3217	6039	7545	4849	400
42	784	4366	1990	11870	2438
34	3446	5588	5684	5528	0
35	939	3757	1975	5146	1845
19	1163	2278	3639	4490	632
26	1260	2054	3343	5414	220
35	2888	2870	3740	13845	670
50	1058	1898	2877	5045	3191
29	1187	3975	2011	4833	2196
31	727	4181	1986	11801	2490
29	3146	2316	3838	11875	1442
54	1062	1685	3391	5668	2171
27	922	3831	1832	4348	2456
36	1036	4048	2027	11898	2150
26	3251	2420	2042	5288	865
36	3244	2962	3606	13197	538
27	2955	2643	2081	5644	756
48	7174	3138	1891	11024	0
38	2574	6263	5592	4259	740
39	828	3786	2030	13464	2564
24	2804	2835	1958	4528	761
26	803	1789	2691	5031	0
24	1222	2255	2549	5120	758
29	2495	6561	5025	4722	965
39	3517	3013	4225	12982	0
46	5757	2641	2059	8884	0
37	2598	3052	3377	14331	956
35	1015	3572	1938	12863	2679
42	896	1966	2936	5313	2726
32	3102	5246	5847	5002	1080
36	1081	4201	2226	12057	2230
38	1091	4035	2278	13142	2200
33	2447	3244	3863	12262	901
43	1411	3613	1938	11475	2678
29	2504	3178	1869	5537	392
36	3203	3493	3715	14553	568
31	3313	6281	5672	4805	533
32	3028	6468	5961	5504	0
36	1175	4469	2024	4675	2556
36	892	3899	2038	13064	3027
34	2553	6146	6313	5802	484
49	6447	2822	1931	9538	346
32	426	4224	1940	4773	3577
35	798	3915	1989	11869	3185
32	3193	2677	3553	15459	0
44	673	1820	2993	5061	3084
53	1286	2229	3031	5500	2697
27	3676	2716	1974	4799	945
39	1380	4431	1830	5716	2236
29	3187	6366	6085	5139	1138
32	2497	5736	5716	4754	545
31	793	4351	2126	4671	2617
42	1277	4003	1900	11903	3726
24	623	1686	3334	5048	721
46	6262	2821	2012	10253	0
43	5576	2861	1881	10460	0
33	2506	2702	4010	18195	0
28	927	4001	2000	12126	2168
24	2970	3285	2049	4804	696
48	6552	2355	2062	11296	242
22	1086	2050	3214	4661	1024
50	484	1821	3300	4633	3385
25	2463	3489	1846	4795	774
26	558	2294	2765	4986	251
34	1378	4295	1879	11640	1669
26	917	4190	1937	5052	3505
36	122	3887	2095	5070	3023
28	3109	5611	5030	4960	477
31	3345	3216	2055	5165	680
35	1145	3883	1892	4561	2383
38	926	4270	2060	13157	2388
46	6266	2936	2036	8931	0
33	3449	2593	3992	17172	750
34	563	4049	1866	5275	1077
48	5801	2604	1737	11161	282
23	1142	4380	1987	5273	2956
32	1050	4541	1964	5189	2229
29	532	4388	1885	4933	1739
27	1150	3655	1964	4879	2530
38	1233	3849	1885	9916	1994
34	3026	6487	4787	5441	425
23	782	2279	3118	4636	0
30	2996	6174	5276	4271	396
24	934	1919	3226	5023	1021
26	756	2084	2471	5114	805
26	743	4088	2187	6076	2280
27	781	3963	2085	4114	2490
30	3025	5571	6176	5252	0
34	2966	3159	3798	15055	0
24	854	1876	3228	4868	0
44	960	2068	2650	4990	4500
44	1054	2032	3004	5113	3450
24	1153	1921	3531	5159	904
49	6087	3546	2023	10510	234
51	5636	2844	2047	9307	331
27	3335	2982	2067	6240	0
36	2308	5721	5744	5178	842
48	5363	3049	2126	10911	0
29	2834	2990	2215	4756	0
35	3622	2764	4209	11750	855
34	2507	6253	5813	4911	646
37	2847	6223	5477	4730	537
33	950	4348	1940	11673	1989
32	2708	3069	2002	5503	403
25	3042	2978	2055	5007	0
34	1135	3660	1922	12521	3156
37	3503	2552	3835	16526	676
40	880	4184	2013	11479	2745
27	1179	3951	1894	4414	2407
28	1125	4233	1984	4795	1730
36	3336	5557	6477	4799	540
36	2861	2854	3466	10896	1045
30	2769	5403	6328	4340	842
28	589	4008	1820	5385	2122
26	1022	3794	1966	5122	2066
51	1152	1831	3018	5182	3839
34	1279	3830	1988	12386	2004
33	598	4076	2094	12443	2524
35	2674	5922	6303	5268	1440
33	2881	3060	3828	14836	0
29	2807	5295	6709	5394	403
34	2839	6548	6010	4574	206
45	6819	2941	2025	9753	311
24	993	2200	3082	5572	500
47	6549	2987	1893	11126	296
29	3120	2994	1928	4277	243
24	2940	3360	1991	4366	571
38	1129	4193	1981	5110	3160
25	1078	3453	1959	11681	2354
31	1338	4365	2013	4818	2107
45	1202	2246	3196	4373	3354
34	3235	3454	1941	4652	1015
43	5721	2965	1837	8896	273
35	3437	3342	3400	16727	465
27	3195	3163	2072	4773	540
33	3371	3118	4275	14399	495
48	945	1890	3195	5899	3146
48	861	1548	2699	4600	3409
24	1213	1847	2685	4312	451
24	886	1981	2827	5229	641
32	922	4340	2040	4598	2473
25	674	2035	2704	4606	568
35	2954	3246	4314	14214	0
50	945	1894	2716	4792	2683
24	931	3414	1913	5555	3018
36	1086	3779	1838	13106	1551
48	958	2024	2995	4910	2912
24	1266	1974	3285	4540	0
33	2996	2766	1946	5195	411
39	5660	2664	2108	8894	279
50	6238	2718	2062	10335	251
29	970	4114	1939	4884	1909
37	1061	4069	1920	11668	2629
22	917	4605	1962	4755	2097
41	1190	3686	2055	13136	3039
30	2858	2225	3745	15240	1125
35	3455	3041	3875	9378	0
25	3308	3292	2072	5613	429
25	1333	2181	3423	5220	664
29	922	1836	3769	5670	0
37	909	3413	1876	12774	1460
32	862	4202	1902	11555	2479
29	957	4309	2041	4807	2585
34	3359	6055	6090	5098	0
36	3254	2732	4030	17350	282
46	1194	3268	2052	11601	2776
29	1229	3827	1892	5661	2496
30	3027	3271	1900	5309	665
24	1109	2232	2835	4947	0
27	2674	2963	2134	4525	0
38	563	4283	2054	13197	2556
23	1242	1971	3170	5872	1155
26	1089	3545	1960	4144	2864
28	3183	2976	2054	4566	0
24	1481	2018	2583	5106	1212
31	765	3280	1980	12246	3107
48	986	2324	2362	4502	4443
27	2784	3287	2075	4922	0
36	2694	3404	4194	13350	382
41	784	4023	1952	11809	2951
43	1415	3769	1913	12920	2779
48	962	1964	2159	5223	3070
25	3040	2546	2012	4479	0
47	6390	3108	2002	10358	261
49	7201	3330	1980	9737	0
47	829	2243	2838	4583	3624
34	2986	6090	6031	4513	0
34	3331	5714	5845	4727	1011
29	1119	4201	2064	4848	2922
29	1161	3951	1938	5012	1810
34	2944	3206	4061	14310	204
23	1069	2037	3016	5431	203
46	6252	3004	2146	9421	391
45	6623	2541	1991	11402	435
44	5881	3035	2062	8774	0
36	2795	3247	4044	13256	238
37	1348	4378	2090	10963	2623
25	742	1761	3248	4733	377
51	1228	2008	3214	5097	3406
31	844	4304	1898	12087	2153
37	2797	2836	4241	15219	931
32	3168	4705	5061	5097	0
22	989	2121	3348	5056	348
34	993	3738	2010	12246	2035
37	1462	4405	1986	11659	2012
50	847	2335	2857	4492	3242
23	1006	1998	3694	5211	0
32	959	4091	1765	5305	2088
22	890	1954	2769	4471	0
40	3635	3153	3794	14562	929
29	2973	3513	1922	4931	826
36	2742	3444	3481	13469	0
34	3612	6273	6531	5531	0
53	5418	3203	1952	10107	243
52	5648	3394	2007	9875	250
29	2916	2597	1862	5522	0
27	3409	3004	1929	4174	430
34	995	3691	1859	12860	2708
40	2728	3109	3635	17959	620
37	5752	2845	2014	10945	0
48	5870	3000	2040	11209	0
31	2598	2658	4026	16109	566
30	2774	3467	2082	5030	0
32	3061	5724	5258	4976	1120
26	2902	3275	2025	5630	387
34	1256	4472	1777	11657	2919
52	6637	2740	2066	8914	0
48	1016	1954	2491	5124	3755
36	3151	2847	4220	14176	216
48	789	2329	3531	4710	2776
24	1200	2024	3938	4915	1459
56	869	2126	3386	5748	3526
54	6185	3050	2068	8637	0
30	1040	3897	2061	4290	2557
18	1035	2096	3208	4839	871
40	3116	6182	6411	5412	358
52	919	1604	3143	4992	3208
33	2608	5216	5930	5663	0
48	980	2334	3404	5236	3078
29	2770	3073	1856	4483	1360
27	3441	2771	2116	4233	274
35	2822	2982	3319	14671	1078
42	182	3810	2134	12132	2367
36	2864	5797	6574	5238	361
27	1159	3533	2116	5096	2461
25	860	1925	3212	5165	0
35	2423	3068	4166	15088	872
48	560	2242	2899	4755	3216
24	978	2024	3399	4056	1074
54	1394	2041	2770	5150	3815
23	1066	1741	2657	5336	1096
48	1006	2075	2793	4344	3171
26	3010	3467	2072	4999	940
49	6589	3006	2108	9907	271
46	1304	2355	2949	5156	3304
33	2996	2957	3874	14026	0
48	969	2009	3396	4700	2911
43	6370	3394	1999	10754	0
44	883	2037	2594	5258	3123
27	745	3919	2113	5900	2960
27	2935	3360	2165	5049	574
24	957	2255	2951	5255	792
50	810	1826	2835	5081	2778
34	3441	5925	6200	4614	898
30	2573	6252	5731	4433	624
35	2889	3519	4250	16801	538
48	5807	2631	1940	10359	0
47	5873	3534	2010	9339	253
34	1301	4051	1950	11591	1990
23	948	2123	2605	5557	713
33	1020	4079	1989	4889	2282
27	949	3862	2017	4487	1778
34	769	4395	2004	4296	1884
36	3252	3304	4342	17900	0
32	2806	6086	7281	4878	1210
24	678	2014	2957	5666	1111
42	1035	1681	3791	5090	3618
23	941	2329	2768	4374	0
26	2500	3025	2101	4518	290
51	668	1864	2703	4290	3209
46	948	2479	2568	5565	2555
33	3134	5568	5915	4874	0
27	2983	3229	2114	5619	805
39	2966	3054	3756	14100	1116
54	5327	2885	2181	10315	0
45	862	2205	3076	5215	3102
48	995	2109	2457	5568	2893
28	1054	3560	1866	5410	2222
33	2611	3183	4147	12845	758
35	587	3856	2194	4952	3012
28	3126	2967	2116	4694	492
40	654	3935	2003	12617	1513
28	2939	2868	2069	4933	513
28	1531	3570	1886	11475	1928
59	1381	2154	2437	4871	2718
35	3142	3119	3788	19567	0
37	1428	4649	1895	12977	3354
27	2585	3366	2029	4764	0
50	1214	2096	3049	5187	2942
25	1550	2008	2810	5893	1352
34	2852	6771	5909	4927	0
53	992	1967	3472	4709	3128
45	4756	3058	1912	11582	0
24	1558	2249	2868	5345	1203
51	5997	3716	2070	9141	243
28	1277	3781	1991	4887	2955
29	1018	4101	2139	4749	2820
27	1137	1668	3291	4711	630
38	2854	2347	3845	16612	0
55	6007	3165	1974	9225	0
34	3672	3014	3857	13226	321
28	3131	3005	1997	5337	0
37	3074	3152	3905	15289	0
30	1033	3945	2016	4532	3190
26	815	1933	3922	4482	835
27	2905	3389	2079	4552	312
27	704	3994	2109	4896	3361
48	4863	2553	1860	7842	209
48	6690	3289	2022	11397	345
48	6475	2891	1988	9412	0
37	1048	4340	2008	10273	2357
35	1141	3876	1872	10947	1696
48	5976	2695	2118	10869	0
55	1132	1614	3150	5041	2015
33	2597	5635	6453	4732	1470
48	6338	2892	1749	11187	0
32	990	4113	2018	4924	2748
30	2475	5778	5893	4864	0
35	2855	3022	4175	13973	1424
36	582	4090	1993	11891	2961
46	920	2016	3778	5494	2987
27	3659	3244	1994	4723	843
33	3052	2999	4503	15652	677
56	5681	2755	1988	9213	305
27	2446	3428	2022	5354	0
49	5821	3351	1962	8940	218
36	3193	2781	3891	16426	243
35	3280	3264	4020	14760	333
45	6474	2327	1864	10454	334
46	1165	1874	3076	4804	3378
29	802	4064	2040	5053	2447
27	3109	2942	1943	4707	469
39	832	4228	2033	12118	2759
34	3024	5085	5734	4448	0
39	814	2179	3387	5060	3109
24	3112	3196	2007	5199	0
47	6327	2803	2040	10565	282
40	1577	4103	1992	12965	2081
35	1094	3720	1990	11483	1923
39	2840	3120	3351	14223	1069
33	652	4138	2060	11970	1961
23	979	2142	3257	5261	0
52	4960	2810	1853	9038	0
24	3344	2675	1967	4985	1167
49	1144	1843	2807	4748	3195
50	1150	2000	2495	4875	3916
33	531	4107	2000	11407	2825
24	1118	2131	2212	5317	0
49	1175	1681	2963	5417	2810
48	654	2356	2536	4757	2564
23	3297	3066	2057	4005	635
53	644	1975	2601	5075	2994
38	2852	2597	4072	15022	0
25	733	4152	1957	5807	2121
24	1019	2088	3449	4651	591
31	1199	3596	1855	11719	2510
32	1194	4146	2115	4508	2034
30	3138	3130	1964	5148	716
31	3067	3032	3283	16389	206
35	2712	2708	4205	12385	563
31	772	3899	1863	5423	2782
49	7313	2864	2112	10154	0
35	2986	2822	4000	19587	0
34	2910	5984	6963	4960	397
31	1182	3454	1926	5343	2651
29	2796	2855	2028	4154	0
31	3037	3049	4059	11477	545
37	3075	5162	6540	4774	509
33	3096	6308	5282	5300	601
21	3048	3427	2122	4856	1756
40	1151	4242	1899	12661	3828
48	6717	2887	2039	11346	372
27	3522	2357	1958	4874	579
29	1068	1937	2864	4754	251
25	855	1933	4052	5334	1016
35	3226	5664	4806	4545	514
29	2981	3006	1939	4955	970
48	6465	2607	2022	10154	325
28	2499	2948	4179	14961	0
29	1465	4074	2114	4296	3043
24	1266	1942	1564	4904	0
27	2932	2399	1974	4621	0
48	5714	2753	1998	9535	0
35	2642	2641	4109	17325	391
39	6200	2611	1899	8724	203
38	2904	7045	6677	5385	0
44	6878	2609	1976	11051	0
47	4565	3051	2087	10862	0
24	1353	2069	3036	4687	1044
51	6004	3254	1955	9235	248
28	2491	3020	2112	5102	0
22	2618	3084	2011	5045	0
23	984	2054	3131	4675	521
32	2825	5732	6912	4860	1114
29	3097	5530	5465	5120	270
51	897	2021	2940	5138	3373
46	6735	2823	2167	10405	220
40	1246	2395	2548	4357	3398
26	3223	2929	2167	5581	0
27	1218	3813	2088	5200	1131
36	408	4484	1980	12296	2224
26	3038	2832	2008	4469	685
44	1417	2039	2286	4535	2221
23	790	4025	2043	5023	2527
28	1030	2169	2671	4714	1058
24	795	1955	2564	5182	670
46	5414	3080	2102	10622	0
46	851	1864	3281	5074	2862
37	3168	2774	3670	16995	0
35	719	3947	2082	13379	2902
34	3329	2612	3978	17594	1048
48	5748	3300	1927	10734	0
23	1101	2208	2692	5885	0
28	3105	2990	2000	5777	255
51	1215	2033	2467	4703	2797
48	1008	1803	2705	4589	3350
43	920	2247	3118	4778	2707
34	3171	3211	4215	11174	0
29	1709	4052	2127	4630	2633
35	2958	3154	4055	14620	0
35	3276	2588	3726	15313	1242
29	611	4359	2082	12472	2684
23	937	3977	2091	4811	2503
36	2627	3158	3725	13502	471
26	891	4078	1967	4793	2214
36	1278	3948	2098	12298	2695
20	1204	1919	3134	6659	0
57	1306	1829	2579	4810	2210
35	1192	3765	1932	12400	2727
43	1024	3902	2113	11708	1923
34	2786	5670	6740	5055	797
25	781	1818	3123	4784	0
33	1123	4366	1996	11820	2754
37	586	4221	1790	11884	3408
41	978	3603	1860	11964	2538
25	770	1982	3303	4776	0
23	551	2208	2696	5599	553
24	905	1598	2502	4192	210
23	1107	1833	3008	4762	0
38	2983	3183	3833	14463	235
38	1197	4271	2066	11822	2639
28	1243	2343	3652	4188	637
54	1112	1901	2934	5647	3723
34	2705	5725	5894	5202	920
32	2849	5805	5648	4839	1589
26	1086	1863	2493	5192	242
24	1179	2437	3045	5204	1080
32	3309	5968	6595	4088	1321
27	3641	2636	2107	5475	504
24	697	2061	2838	5310	1124
37	2834	3030	4097	20735	0
35	2901	2641	4154	17421	0
24	1129	1942	2289	5028	1471
33	3534	6317	6002	4771	457
24	1119	4000	2163	5240	2923
21	3337	3186	1933	5095	977
32	3597	3120	4290	13101	0
56	5767	2736	2073	9257	314
36	1067	4175	2152	12390	2573
26	634	2253	2705	5428	538
49	707	2108	2916	5043	3226
36	936	3789	1942	12362	2020
34	3303	6087	4921	4973	326
52	1087	1816	2930	5253	2972
45	599	3995	2035	11497	2383
27	1151	4220	2015	4689	2780
47	5700	3063	1991	10261	335
34	985	4352	1815	14003	3173
48	6233	2433	1929	9971	0
24	951	1890	3623	5431	926
35	2884	6611	6211	4728	0
50	6296	2358	2100	9493	279
48	913	2105	3324	4670	2820
38	3027	3603	4045	11568	444
49	6140	2546	2066	7966	0
39	7604	3133	1942	8634	355
27	1042	3688	2120	11712	1776
33	1080	3998	2089	11768	1829
18	996	3954	2058	4714	2234
25	932	2158	2637	5147	0
41	768	4341	1814	11716	2593
34	2798	6011	6793	4929	1315
30	678	4147	1850	11521	2839
32	2928	5731	5872	5101	1235
34	986	4260	2093	12643	2712
24	3394	3423	1912	4895	0
36	1342	4138	1769	12333	2322
34	1204	4130	2200	13268	1985
42	724	4394	2050	11643	2607
23	853	2111	3446	4556	556
27	3381	3293	2000	5386	539
49	1221	1577	2702	5446	3725
48	843	2099	3186	4762	3213
38	1350	4102	1948	11141	2376
31	3038	3325	4208	12511	430
34	2603	2933	3970	15142	429
33	800	3833	1825	12333	3138
38	824	3480	2074	11879	2238
48	6305	2912	1968	10399	0
49	1114	2260	3542	5331	3805
32	757	4094	2034	5433	2258
35	2694	3269	3566	13766	500
53	5518	3278	2110	9970	261
25	2933	2553	1872	4898	717
27	629	3455	2137	4526	3520
33	2987	3445	3712	17065	777
35	2854	5228	5514	5029	1006
33	3440	2831	1717	5189	1044
49	1063	2102	3142	4377	2453
53	4890	3695	2068	8868	0
27	1046	2210	3106	5010	1121
36	2922	3254	3569	13503	960
35	1293	3650	1977	11348	3107
27	978	3815	1836	4816	2846
32	2725	5804	6016	4647	526
29	930	3498	2192	5256	2959
36	1206	3536	2102	11509	2473
39	523	4325	2026	5269	2482
53	753	2252	3087	5238	2861
34	3476	6092	6113	5240	931
29	1103	4347	1916	4964	2733
45	5819	2643	1926	8834	301
26	2897	2938	1930	5655	390
28	2915	2350	1973	5217	369
35	587	4488	2080	12455	2188
33	3143	2988	4107	17567	1277
33	2815	6528	6658	4486	0
26	2759	3153	1891	5115	0
24	995	1932	2867	4866	0
48	6619	2993	1896	10024	255
47	937	1913	3050	3999	3402
49	1113	1908	3347	5132	3467
31	1055	3663	2197	13032	2773
27	2064	2737	2086	3985	755
28	3488	3105	4120	13049	0
29	3090	2727	2005	4593	795
28	1137	4324	1677	4578	2501
23	1284	2023	2625	4825	0
48	923	2011	2795	5225	2359
48	5682	2918	1881	9341	0
31	1341	4308	2042	11283	2256
30	2817	5600	6714	5154	273
37	3050	3485	3933	15666	759
27	3030	2951	1842	4621	513
25	2869	3397	1848	5189	731
24	2508	2873	2060	5042	212
48	7484	2649	2147	9009	246
31	1237	3966	1905	5606	3319
33	1241	3945	1918	5138	2490
50	794	1790	2498	4363	2278
36	1117	3359	2018	11098	2247
32	2909	2873	3365	14658	954
35	995	4093	2103	11625	2759
35	1130	3972	2069	11146	1670
48	5653	3271	2030	9442	0
36	512	3670	1835	11204	3075
27	1022	1694	3540	5234	0
29	871	4041	2040	5763	2616
21	1087	2049	2646	5543	244
35	889	3727	2039	10270	3199
24	589	4300	2119	4924	2909
45	5734	3048	2182	8885	347
25	2855	3104	2055	4871	836
48	4923	3150	1755	10473	0
31	554	3971	2081	5067	2703
34	1337	4204	1855	5166	2378
32	842	3922	1946	9883	1726
27	2660	3007	1874	5130	524
29	960	3972	1955	5285	2429
25	3103	2805	1806	5061	0
35	849	4007	2039	12014	2583
30	1108	4009	1947	5373	2058
29	1036	3826	1896	5707	2225
53	1021	2203	2951	4495	2665
30	1472	3995	2057	5499	3191
24	863	2267	3367	5065	226
29	540	4105	2099	4624	2983
32	1287	3981	2022	4355	2848
29	1135	4690	1890	5977	2525
56	1112	2031	2760	4695	3129
30	1013	4028	1844	4876	2637
34	2975	2890	4252	12914	526
29	3123	3110	2034	5021	843
28	2994	3010	2215	4940	767
27	2036	2787	1848	4926	1091
55	6761	3173	1879	8670	0
26	2972	2969	2032	5183	0
47	6320	3219	2055	10094	214
46	1167	2315	2956	4627	2236
54	868	1654	3441	4835	2657
34	2774	5715	6935	4945	425
27	2588	2949	2034	5457	543
31	2982	2823	1818	4920	0
37	3250	3317	4328	18254	0
25	2992	3380	2199	5137	565
44	6960	3065	2156	8586	286
24	1163	2251	2548	5801	0
56	915	1883	2136	5322	3031
44	5288	3091	2000	11789	300
34	763	3755	1803	4896	2616
48	1600	1915	2338	5017	2907
23	929	2233	3200	4678	0
57	651	2016	2598	4878	1990
49	1182	1903	2875	4151	2855
45	1213	3555	2027	12770	2784
40	2378	5187	6464	5701	378
25	1299	1760	2749	5692	1015
21	1336	2400	3409	5501	943
35	3145	2949	3819	7698	315
36	2835	6122	5018	4847	0
33	939	4170	2011	11375	2533
46	974	1451	3387	4609	2652
35	3066	3029	4337	17739	581
33	787	3549	1894	13038	1834
35	3050	2945	4229	14883	607
37	1314	4486	2077	11850	2816
37	2616	2994	4216	15095	265
27	2840	2385	2014	4832	1974
52	5718	3165	1928	9700	0
34	2838	3143	3888	13565	0
33	3180	6015	5838	4988	688
48	5775	2620	2059	9394	0
42	6707	3246	2039	8594	0
48	1100	1881	3028	4987	3439
23	962	1893	3061	5599	1739
47	5962	3593	1951	10025	293
49	880	1785	3028	5191	4057
34	801	3921	1918	5230	2185
36	1083	4412	1997	13326	3456
35	663	3271	2061	12501	2537
48	779	1454	3377	4779	3582
29	655	3279	2071	13438	3054
24	1081	2076	3040	4365	568
36	924	4135	2162	4678	2496
27	2553	3442	2067	5618	752
35	2481	5630	5724	5502	0
35	962	4247	1949	11660	2354
23	1049	1525	3164	4666	0
28	72	4136	2071	5133	3288
25	1147	2119	2936	5615	0
48	1086	2075	2073	4691	1967
26	3284	3569	1846	4477	912
23	728	2070	3608	5418	470
29	1260	3861	2207	4763	2668
24	785	2033	3138	5078	616
46	934	1724	3333	4711	2601
45	5586	2974	1898	10372	338
27	2948	3686	2004	4999	838
29	1091	4469	2047	4770	2357
27	828	4427	2189	4529	2318
51	6618	3236	1938	11568	0
38	2998	3230	3702	15085	0
36	3240	3025	4582	13705	682
25	882	2221	3118	5528	430
34	3009	6424	7268	5146	739
28	1138	2189	3170	4332	500
38	875	4277	1979	11277	2645
26	940	2172	3496	4712	839
24	1209	3967	2042	4955	2932
34	3104	5994	6628	5455	0
28	775	3905	2047	12133	2607
